Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,52.25092315673828,56.87352079210541,43.1875167592935,46.64148069529059,855215656
2007-10-08,49.576053619384766,54.016862537626224,49.26441654631749,54.016862537626224,126671715
2007-10-09,52.95210647583008,53.41955856155875,46.92714891334015,49.60202027946315,116725709
2007-10-10,53.445526123046875,54.53625229612375,52.97807406164678,54.328493084779,67931378
2007-10-11,59.41854476928711,62.32714565110846,52.97807591685675,62.32714565110846,106320954
2007-10-12,59.02899932861328,61.23641853894796,57.65260993581821,58.172002691191075,99410791
2007-10-15,59.80808639526367,60.613149365105215,59.28869365783617,60.24957163102002,41814972
2007-10-16,65.91095733642578,66.94974995491496,59.470488187972286,59.88599959959553,138614496
2007-10-17,71.05294799804688,72.71500060587947,55.10758390026759,59.2107888242532,204876259
2007-10-18,68.55986022949219,77.62326694998494,65.6252924665311,72.1956096460106,146617799
2007-10-19,68.32612609863281,71.10487837519793,64.92409978153778,67.00167052368528,110266491
2007-10-22,67.41719818115234,69.52073602931264,65.18380509901479,66.94974610875174,72253405
2007-10-23,72.2215805053711,72.87082144558245,69.07925012791905,69.07925012791905,74594921
2007-10-24,71.10488891601562,74.53288255767866,70.29982590725984,73.75378636916345,63055170
2007-10-25,70.94906616210938,72.61112580374328,62.664748863355165,68.68970625838412,34522489
2007-10-26,73.07857513427734,74.2472087946232,70.24788189466473,72.19560466190785,62370025
2007-10-29,74.55884552001953,76.35075327592689,73.90960460044656,74.27318233329336,43657697
2007-10-30,76.22090148925781,78.27249847130612,73.33826771577914,75.57166060037268,79921711
2007-10-31,77.80504608154297,79.51904624712627,76.3507493150309,76.61044566938766,44655368
2007-11-01,76.06507873535156,80.32410174435992,75.44181171469887,79.72680154113318,50632492
2007-11-02,77.44147491455078,77.90893402768407,72.71499945673308,73.31230675802226,32001693
2007-11-05,79.025634765625,80.76560206602664,76.92208968494275,77.38954884379375,38833135
2007-11-06,80.06441497802734,85.1284944701781,78.97368875539027,80.402018868561,81880281
2007-11-07,78.8957748413086,82.68733892498679,77.1298409810299,81.54467915408398,33593141
2007-11-08,77.54535675048828,79.64890163812531,75.83136347438267,76.87014898589277,27990521
2007-11-12,79.41517639160156,80.81753972616059,73.15648911813985,75.20809343263998,35153735
2007-11-13,81.31095886230469,82.94704472720406,78.19460215022379,80.76559925557673,43830531
2007-11-14,80.2461929321289,83.88194181618005,79.83067454712304,82.73927506330682,36738579
2007-11-15,81.59663391113281,83.02496415468542,80.06442228652637,81.75244893799764,29242252
2007-11-16,81.0252914428711,82.86913291726692,80.09038025094132,81.23304713728376,18895294
2007-11-19,83.9598617553711,86.99831089630602,82.24586841674902,82.86913551955915,40716718
2007-11-20,82.661376953125,85.95952236707782,81.64855825968476,83.62225496195276,26342171
2007-11-21,76.22090148925781,83.6482144402179,74.37705313799535,83.15479559149391,26814499
2007-11-22,73.59796905517578,78.4802665059787,70.40370507449748,75.41584366715539,34096185
2007-11-23,78.48026275634766,78.94771479672264,74.06541757918617,78.4283220752583,27664090
2007-11-26,79.10353088378906,81.38885748073669,78.48026383628412,81.38885748073669,20159123
2007-11-27,77.15581512451172,80.45396065821008,76.35075914029224,80.45396065821008,20573198
2007-11-28,76.01314544677734,79.20741653647964,75.49375269004072,78.84383878887796,16435311
2007-11-29,73.9615478515625,78.32444557366883,73.00066984828123,77.90893418859778,25530967
2007-11-30,76.81820678710938,77.28565884913134,74.27318374302095,75.31196923405419,18437721
2007-12-03,77.908935546875,78.86981356690838,77.1558132229992,77.75311349122042,16851227
2007-12-04,76.8961181640625,79.07757062302105,76.32478470626714,78.42832965841616,14008727
2007-12-05,79.96053314208984,80.24620338989415,76.8701504147332,77.02596542646992,27725290
2007-12-06,78.48026275634766,82.92106770698186,77.46744413160636,81.70049340259774,24104710
2007-12-07,78.14266967773438,80.09039282754533,76.74031323670025,78.97369963059697,11742386
2007-12-10,78.22056579589844,79.18143668746873,77.2077471789224,78.89577351073939,8330010
2007-12-11,77.85700225830078,79.36324000443418,77.46745764922925,78.92175470520993,11685950
2007-12-12,77.80504608154297,78.50622764724912,76.3507493150309,76.87014202374442,16342131
2007-12-13,76.50657653808594,78.94772547710306,76.2209133205207,77.90893989364311,14620172
2007-12-14,75.75344848632812,76.9480560444722,75.36390392176888,76.24687441932254,10991851
2007-12-17,71.18279266357422,76.61044956339703,70.11803332976248,76.19493114847727,19355678
2007-12-18,70.87116241455078,73.23439676821395,68.66374307848817,70.37773645095646,21607783
2007-12-19,69.57267761230469,73.77976040766359,68.97537734292943,73.15648627327145,19526912
2007-12-20,68.87149047851562,71.05294273016169,68.55985343617839,70.48160932666252,17105204
2007-12-24,70.97504425048828,72.09173733645451,69.33895133147657,69.9102848075826,16711519
2007-12-26,73.13052368164062,74.01349424896684,71.36458959170383,71.36458959170383,20930094
2007-12-27,73.64990234375,75.67553244191026,73.02662829290948,74.63674705365226,44565277
2007-12-28,74.22125244140625,74.53288953705146,72.71500765324038,73.49409686999547,18354518
2007-12-31,74.7666015625,75.20808679886157,73.85766427075583,74.7925754262359,11982308
2008-01-01,76.14299774169922,76.84417941004538,74.45497119128444,75.1561528596306,16687746
2008-01-02,75.72747802734375,76.71432280119272,74.61078507154846,76.14298939168604,13437280
2008-01-03,78.84383392333984,79.15547096709338,74.3510882637633,75.26002553196089,31815218
2008-01-04,78.42832946777344,81.0252933198803,77.90893669735206,79.98650777903757,28011310
2008-01-07,77.77908325195312,79.57098396206206,76.94805346645929,77.93489825467049,15858063
2008-01-08,75.13018798828125,78.94772646416955,74.22125059138955,77.85700017895637,13282666
2008-01-09,73.9355697631836,75.54568861660081,73.75378090083227,75.20808475492818,13113527
2008-01-10,72.16963958740234,76.35075545564695,71.67621365655424,74.27318445370132,18023003
2008-01-11,73.26036834716797,73.96154999391128,70.37773425382663,73.15648697553367,11629440
2008-01-14,74.3770523071289,75.15614136508786,72.22157398905203,73.39020757599046,10264240
2008-01-15,72.11770629882812,75.88330412600341,71.52040598346072,75.57167407952703,11558334
2008-01-16,70.6374282836914,72.19560653797659,68.84552751809248,71.59830628277695,14834065
2008-01-17,72.53321838378906,74.14333734261837,69.3908879708916,70.89712556022928,16169395
2008-01-18,69.15716552734375,72.01382569941867,68.55985821922869,71.9359111498627,13254156
2008-01-21,57.39291000366211,68.55985355258522,49.99156017562317,68.55985355258522,33202389
2008-01-22,51.62765121459961,54.536251977577116,41.006066827069716,51.731529058486494,58755707
2008-01-23,57.39291000366211,59.600329077286446,52.45867913320771,52.45867913320771,28425991
2008-01-24,57.52275466918945,61.599988706133416,54.79594303899763,60.48329582842628,29911930
2008-01-25,60.48330307006836,60.76896626669082,58.042154310018866,60.24957351303902,12550722
2008-01-28,61.132545471191406,61.59999755169175,54.795950907517096,59.652274679010944,13601109
2008-01-29,60.119720458984375,62.171324487753495,59.21078321365633,61.28835406012044,7679877
2008-01-30,56.795616149902344,60.50927312832484,56.042493798914045,60.24957673759998,9016102
2008-01-31,53.08195114135742,57.54873009144553,52.45868056101796,57.39291156577131,41538563
2008-02-01,54.92579650878906,55.31534106495473,53.49746646951495,53.99088886951997,9089201
2008-02-04,57.75648880004883,58.4317000984018,55.9645844669119,55.9645844669119,12009385
2008-02-05,59.54838562011719,60.327474668607785,56.61381827974547,57.86035934838756,14593303
2008-02-06,59.02899932861328,59.73018095730967,55.73085744541012,57.912306313504644,12429218
2008-02-07,56.25025177001953,60.22360857288286,55.88667753558726,58.223944999968865,11300078
2008-02-08,54.79594802856445,57.08127467016359,53.78312937009734,56.613822614222954,13514197
