Price,Close,High,Low,Open,Volume
Ticker,DELL,DELL,DELL,DELL,DELL
Date,,,,,
2016-08-17,11.147492408752441,11.40673627484706,11.147492408752441,11.27711434179975,271519
2016-08-18,11.082679748535156,11.406734531630251,11.017868791916138,11.406734531630251,1767366
2016-08-19,11.277113914489746,11.277113914489746,11.05675628427713,11.06971865328166,4735900
2016-08-22,11.315998077392578,11.821523289407132,11.043791041982603,11.147489086084676,2245909
2016-08-23,11.66597843170166,11.899297507001094,11.277111837944867,11.34192279007856,1483020
2016-08-24,11.821527481079102,12.962201084933984,11.691905540706154,12.962201084933984,2525979
2016-08-25,11.772269248962402,11.99003332656698,11.691903273892294,11.99003332656698,371646
2016-08-26,11.86041259765625,11.912261192748229,11.793008983559274,11.912261192748229,223415
2016-08-29,12.002995491027832,12.18446687405742,11.873374458935515,11.873374458935515,1390019
2016-08-30,11.704865455627441,12.11965596141182,11.549319676674376,11.990034038473548,4805026
2016-08-31,11.583020210266113,11.691902684052799,11.406734132524875,11.601166995579003,9033877
2016-09-01,11.277113914489746,12.327051708579896,11.277113914489746,12.327051708579896,9048130
2016-09-02,11.142306327819824,11.383402488282666,11.06971742185139,11.383402488282666,8127033
2016-09-06,11.782638549804688,11.990033798546792,10.89343277529085,11.212302276479969,56316264
2016-09-07,12.443711280822754,12.801467883241386,11.671164184916064,11.68412655301658,147907159
2016-09-08,13.042562484741211,13.192924703282577,12.54999872285828,12.560369320854948,41159318
2016-09-09,12.72369384765625,13.00626975651527,12.477411510313637,12.918126715481664,26618101
2016-09-12,12.80665111541748,12.884423549555873,12.368528606267896,12.45926340641422,13989272
2016-09-13,12.573330879211426,12.868869138051654,12.446301624472722,12.477410775778855,18045663
2016-09-14,12.534448623657227,12.604444011070148,12.443712915985257,12.54481834330932,17208658
2016-09-15,12.674437522888184,12.71073285773173,12.448895493115261,12.47482022888652,17208302
2016-09-16,12.565553665161133,12.700360866871057,12.474818861814498,12.60703341404047,17786615
2016-09-19,12.640737533569336,12.67443845922504,12.485190869360078,12.50593030712734,16264400
2016-09-20,12.63295841217041,12.687400532454264,12.487782361262509,12.62258957520313,12000986
2016-09-21,12.552592277526855,12.70295361540364,12.513705177828257,12.542221679510185,14885427
2016-09-22,12.451488494873047,12.638144307220363,12.420379339640954,12.57074069707345,17054370
2016-09-23,12.446304321289062,12.565556534278995,12.397048374620427,12.410010744045278,7449305
